,Name,Team,Nation_Ranking,League_Ranking,Age,MP,Goals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,Market_Value
2631,Granit Xhaka,Arsenal,3,5,30,21,3,1.21,0.13,42.9,84.7,21.5,3.43,79.1,0.25,4.75,3.69,0.45,0.61,1.31,1.01,1.67,33.9,0.25,4.65,55.3,1.0
2632,Jawad El Yamiq,Valladolid,4,4,30,12,0,0.75,0.0,43.1,84.5,19.0,4.33,61.7,0.0,1.64,0.3,0.0,0.9,4.03,1.79,6.57,35.7,0.15,6.87,62.5,1.0
2633,Ryan Yates,Nott'ham Forest,5,5,25,18,0,1.61,0.0,24.1,78.1,10.4,1.94,55.6,0.06,1.42,1.29,0.13,0.9,2.19,1.42,2.19,15.9,0.13,6.0,61.4,1.0
2638,Leny Yoro,Lille,5,1,17,6,0,0.22,0.0,65.2,90.4,19.6,8.91,78.8,0.0,1.52,0.87,0.0,0.87,3.91,1.09,3.26,63.9,0.0,4.78,69.2,1.0
2639,Maya Yoshida,Schalke 04,3,3,34,20,0,0.3,0.0,38.4,77.5,9.15,5.48,49.5,0.0,2.41,1.01,0.0,0.7,3.17,1.26,4.82,29.6,0.05,5.68,68.4,1.0
2640,Ashley Young,Aston Villa,5,5,37,17,1,0.61,0.13,41.6,74.4,19.8,3.71,42.6,0.0,3.33,2.27,0.08,1.52,3.86,1.29,2.73,31.5,0.23,6.74,56.3,1.0
2642,Mattia Zaccagni,Lazio,5,2,27,20,8,2.12,0.18,24.2,79.4,15.5,0.61,40.7,0.22,1.45,2.79,0.39,1.01,2.46,1.12,0.34,29.8,1.23,4.02,25.0,1.0
2643,Dan-Axel Zagadou,Stuttgart,5,3,23,7,0,1.19,0.0,52.5,82.7,16.1,6.78,64.5,0.0,3.73,1.36,0.17,0.51,2.03,1.69,5.59,42.7,0.0,4.75,58.3,1.0
2644,Wilfried Zaha,Crystal Palace,3,5,30,19,6,2.11,0.15,19.9,80.0,13.0,0.81,55.6,0.11,0.7,3.41,0.32,0.86,2.16,0.97,0.43,28.5,2.0,3.95,27.8,1.0
2645,Warren Zaire-Emery,Paris S-G,5,1,16,11,2,1.38,0.5,51.0,88.6,34.5,0.34,100.0,0.0,4.48,1.03,0.34,0.69,3.45,1.03,0.69,57.9,0.69,5.52,14.3,1.0
2648,Rodrigo Zalazar,Schalke 04,4,3,23,10,1,3.52,0.05,14.4,57.8,6.3,2.22,38.7,0.0,0.93,4.07,0.19,0.74,1.48,0.93,1.3,22.2,0.56,5.93,40.7,1.0
2649,Joseba Zald a,C diz,5,4,30,10,0,0.14,0.0,26.8,68.6,14.6,2.11,35.7,0.14,1.55,0.99,0.14,1.13,3.66,0.56,3.1,18.9,0.28,3.24,61.3,1.0
2650,Nicola Zalewski,Roma,1,2,21,18,0,0.95,0.0,37.9,75.5,17.5,4.29,50.9,0.08,2.3,2.22,0.4,0.87,3.1,1.35,0.71,33.7,0.71,5.87,30.0,1.0
2651,Andre-Frank Zambo Anguissa,Napoli,2,2,27,19,2,1.47,0.08,54.7,87.1,31.8,2.43,62.3,0.23,5.08,2.37,0.34,1.19,3.16,1.53,0.96,48.8,0.28,6.61,65.9,1.0
2653,Luca Zanimacchia,Cremonese,5,2,24,15,0,2.29,0.0,25.7,68.3,14.7,2.17,48.6,0.0,1.45,4.1,0.0,1.57,3.61,1.08,0.6,25.1,0.96,5.78,23.1,1.0
2654,Nicol  Zaniolo,Roma,5,2,23,13,1,2.83,0.04,12.6,63.8,6.36,1.52,57.7,0.0,1.01,2.73,0.1,0.51,1.01,1.11,0.0,24.7,0.91,3.94,38.5,1.0
2657,Duv n Zapata,Atalanta,4,2,31,15,1,2.84,0.05,19.3,66.8,10.7,1.62,60.0,0.14,1.35,2.7,0.41,0.14,0.14,0.14,1.22,25.5,1.49,2.43,53.3,1.0
2658,Davide Zappacosta,Atalanta,5,2,30,6,1,1.43,0.2,41.4,79.7,27.1,1.71,60.0,0.29,2.0,2.0,0.86,1.14,2.86,1.14,1.43,39.1,1.14,6.29,0.0,1.0
2659,Oier Zarraga,Athletic Club,5,4,24,15,0,2.41,0.0,30.7,76.5,16.3,1.48,57.1,0.0,3.52,3.15,0.0,0.74,1.48,0.93,0.56,28.9,0.19,6.67,50.0,1.0
2661,Akim Zedadka,Lille,3,1,27,8,1,0.77,0.33,47.4,83.3,20.3,2.56,47.6,0.0,2.05,1.79,0.0,0.26,0.77,0.77,1.54,48.2,0.26,6.15,50.0,1.0
2662,Mehdi Zeffane,Clermont Foot,3,1,30,6,0,0.0,0.0,33.3,66.7,11.7,5.0,60.0,0.0,6.67,6.67,0.0,0.0,1.67,0.0,0.0,45.0,0.0,1.67,0.0,1.0
2672,David Zima,Torino,1,2,22,9,0,0.89,0.0,34.2,78.2,13.3,2.67,60.0,0.0,1.33,0.89,0.0,1.11,4.0,1.56,2.44,24.7,0.0,5.33,62.5,1.0
2673,Oleksandr Zinchenko,Arsenal,2,5,26,14,0,1.25,0.0,68.1,87.2,34.4,3.5,68.9,0.08,8.17,2.08,0.08,0.75,2.67,1.08,1.58,51.4,0.42,7.0,75.0,1.0
2674,Joshua Zirkzee,Bologna,5,2,21,9,1,3.08,0.06,20.2,76.1,13.3,0.58,100.0,0.19,1.15,4.04,0.58,0.19,1.15,0.19,0.38,23.5,0.77,1.92,34.8,1.0
2675,Hakim Ziyech,Chelsea,4,5,29,12,0,1.93,0.0,33.9,62.9,18.8,3.51,35.1,0.18,2.63,3.68,0.18,1.75,3.86,0.7,0.88,41.6,0.53,6.14,0.0,1.0
2677,Simon Zoller,Bochum,5,3,31,18,3,1.93,0.12,13.0,62.7,7.7,0.89,66.7,0.07,1.11,1.11,0.07,0.15,0.89,0.96,1.26,12.9,0.37,3.26,43.3,1.0
2678,Nadir Zortea,Atalanta,5,2,23,9,1,1.6,0.25,24.0,61.2,12.4,2.0,38.5,0.0,1.2,3.2,0.4,2.0,4.0,1.6,1.6,31.2,0.8,5.6,83.3,1.0
