,Nation_Ranking,League_Ranking,Age,MP,TotGoals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,MV
150,5,5,29,17,0,0.35,0.0,47.2,86.4,15.1,3.4,52.7,0.0,4.17,0.69,0.0,0.49,1.94,1.32,4.65,39.8,0.0,5.07,69.4,40.0
151,5,1,22,21,0,1.18,0.0,70.4,92.2,38.4,4.31,88.0,0.0,7.25,1.96,0.33,0.98,2.81,0.78,0.59,72.9,0.26,7.19,75.0,40.0
152,5,3,26,14,5,2.86,0.16,20.4,70.9,11.4,0.8,52.9,0.09,1.96,1.79,0.27,0.18,0.63,0.45,0.27,23.3,1.88,2.32,28.6,40.0
153,2,4,28,19,5,2.42,0.13,14.5,63.6,8.85,0.79,44.8,0.12,0.79,2.24,0.42,0.55,0.97,0.36,0.91,20.4,1.33,2.36,47.1,40.0
154,5,1,16,11,2,1.38,0.5,51.0,88.6,34.5,0.34,100.0,0.0,4.48,1.03,0.34,0.69,3.45,1.03,0.69,57.9,0.69,5.52,14.3,40.0
155,5,5,22,12,3,3.27,0.09,31.6,77.2,22.4,1.19,48.0,0.0,1.39,2.97,0.1,0.3,1.78,0.79,0.3,37.8,1.39,4.95,27.3,35.0
156,5,1,21,11,2,0.54,0.4,43.3,86.1,13.2,6.45,72.3,0.0,4.95,0.43,0.0,0.86,2.9,0.97,4.3,43.2,0.11,7.2,75.0,35.0
157,5,4,35,12,9,4.05,0.13,40.8,85.4,27.8,1.29,75.0,0.26,2.5,4.66,0.26,0.34,0.6,0.69,0.17,36.0,1.29,1.98,50.0,35.0
158,1,5,26,20,0,0.56,0.0,57.1,90.0,29.6,2.78,75.8,0.0,4.44,2.78,0.11,1.11,2.33,1.33,0.78,41.2,0.0,6.56,50.0,35.0
159,5,3,26,20,6,1.33,0.27,38.9,75.5,22.3,3.86,52.5,0.24,1.99,5.0,0.6,0.72,1.69,0.66,0.12,36.5,0.9,5.3,29.2,35.0
160,5,5,19,7,0,0.2,0.0,74.3,89.4,31.6,6.86,79.5,0.0,4.51,0.98,0.2,0.2,1.37,0.39,2.75,58.2,0.0,6.67,75.0,35.0
161,5,5,24,20,0,0.4,0.0,59.9,83.4,32.7,3.36,51.5,0.13,3.83,1.54,0.2,1.41,4.03,1.54,2.62,42.9,0.07,6.51,52.2,35.0
162,5,2,25,21,3,1.9,0.1,39.7,72.2,16.9,6.13,48.8,0.06,2.52,4.05,0.25,0.98,2.09,0.8,1.17,34.1,0.18,5.09,25.0,35.0
163,5,1,20,19,7,1.93,0.21,11.0,66.7,6.08,0.29,55.6,0.06,0.53,1.4,0.23,0.18,0.58,0.35,0.23,19.7,1.17,1.87,21.5,35.0
164,5,5,29,18,0,0.58,0.0,56.8,88.1,28.5,4.75,68.8,0.0,4.17,2.09,0.14,1.15,3.74,1.37,1.44,40.5,0.0,6.98,55.6,35.0
165,5,3,22,20,5,1.23,0.23,32.8,78.1,23.0,1.01,43.9,0.22,1.51,3.18,0.39,1.01,2.68,0.95,1.73,30.4,1.4,4.08,34.6,35.0
166,5,5,21,16,3,2.13,0.12,15.8,68.9,9.02,0.9,40.7,0.0,0.66,1.89,0.0,1.8,3.11,1.56,0.9,20.7,1.07,4.59,23.7,35.0
167,5,3,20,12,0,2.5,0.0,50.7,84.5,28.2,2.5,70.0,0.0,4.29,3.21,0.0,1.43,3.57,0.71,1.07,51.4,0.36,9.29,0.0,35.0
168,5,5,26,13,1,2.41,0.05,17.5,68.7,10.4,1.65,50.0,0.13,1.39,3.42,0.13,0.76,1.14,0.51,0.25,22.0,0.89,4.3,38.9,35.0
169,5,4,27,17,1,0.79,0.08,48.1,75.8,24.4,5.33,47.1,0.12,3.82,3.64,0.3,1.52,3.39,1.09,1.58,36.4,0.18,5.09,66.7,35.0
170,4,5,26,15,0,0.83,0.0,25.7,80.9,13.2,1.9,66.7,0.0,2.02,1.43,0.0,1.79,3.33,0.83,4.05,20.6,0.12,5.95,58.8,35.0
171,5,4,26,16,1,1.68,0.04,40.6,76.2,20.1,2.73,47.6,0.49,6.36,3.22,0.63,1.75,3.92,1.4,2.31,35.9,0.14,8.04,67.6,35.0
172,5,4,28,16,1,1.67,0.1,35.2,74.6,21.8,1.5,47.4,0.17,2.17,1.67,0.33,2.5,5.67,2.5,2.17,26.5,0.5,4.83,71.4,35.0
173,5,5,21,21,2,1.5,0.09,34.0,70.3,17.7,3.4,41.3,0.26,2.61,4.25,0.26,1.11,2.68,1.63,0.65,34.8,1.24,5.1,30.0,35.0
174,4,5,21,19,1,1.21,0.05,32.1,84.3,16.7,2.36,67.2,0.06,3.27,1.33,0.06,2.0,4.18,1.03,1.52,26.0,0.24,5.45,49.3,35.0
175,4,1,22,22,9,3.44,0.17,11.7,68.8,5.17,0.4,33.3,0.07,0.53,2.12,0.13,0.26,0.33,0.4,0.0,18.4,1.46,2.19,35.3,35.0
176,5,3,26,17,1,1.05,0.06,75.6,86.9,33.5,5.82,66.4,0.07,6.6,2.22,0.13,2.03,4.58,0.85,2.81,57.6,0.13,5.69,62.8,35.0
177,5,5,25,14,1,2.39,0.06,23.9,68.0,12.7,2.25,72.7,0.42,2.11,4.37,0.85,0.42,1.27,0.28,0.14,33.7,2.39,5.77,100.0,35.0
178,5,5,24,16,3,2.91,0.1,11.5,66.7,6.12,1.65,81.0,0.0,1.36,2.33,0.1,0.49,1.36,0.29,0.49,13.9,0.29,2.23,44.7,35.0
179,1,3,27,11,2,2.95,0.07,16.6,69.6,10.7,0.32,60.0,0.0,0.32,2.53,0.11,0.0,0.11,0.32,0.53,18.6,0.32,1.89,41.9,35.0
180,5,1,26,15,2,0.86,0.29,44.1,84.4,26.0,2.22,66.7,0.25,3.58,2.84,0.86,0.74,1.36,0.62,0.12,48.8,0.12,5.8,25.0,35.0
181,5,3,27,17,1,1.09,0.07,70.6,89.5,29.5,8.28,80.9,0.16,4.45,1.8,0.31,0.63,1.48,1.41,2.03,55.6,0.08,5.86,54.8,35.0
182,5,2,25,19,1,0.34,0.17,52.0,87.7,16.4,8.57,75.8,0.0,2.8,0.8,0.06,1.26,3.54,1.31,2.57,37.4,0.0,6.0,63.2,35.0
183,4,5,28,16,7,2.6,0.18,26.0,71.6,13.6,2.74,63.5,0.14,2.88,3.49,0.62,0.41,1.16,1.16,0.07,29.4,1.64,4.45,35.3,35.0
184,5,5,32,11,0,0.34,0.0,84.9,87.6,38.9,7.5,66.7,0.0,10.5,1.48,0.23,0.23,0.91,0.34,0.57,58.2,0.0,5.45,80.0,35.0
185,3,5,30,19,6,2.11,0.15,19.9,80.0,13.0,0.81,55.6,0.11,0.7,3.41,0.32,0.86,2.16,0.97,0.43,28.5,2.0,3.95,27.8,35.0
186,5,2,23,13,1,2.83,0.04,12.6,63.8,6.36,1.52,57.7,0.0,1.01,2.73,0.1,0.51,1.01,1.11,0.0,24.7,0.91,3.94,38.5,35.0
187,5,4,24,19,1,0.28,0.2,45.0,84.2,20.4,3.03,61.4,0.11,4.94,1.29,0.22,1.07,2.92,1.24,1.85,37.1,0.06,6.18,70.9,35.0
188,5,1,21,21,14,3.33,0.17,10.5,65.3,6.21,0.4,41.2,0.06,0.85,2.15,0.34,0.11,0.34,0.9,0.62,21.2,1.36,2.94,20.0,30.0
189,5,5,25,20,8,2.5,0.17,18.4,71.0,11.9,0.74,51.9,0.05,1.22,1.97,0.53,0.59,1.12,0.96,0.32,24.7,1.6,3.03,34.5,30.0
190,5,1,32,19,14,2.46,0.32,20.7,76.3,12.1,0.71,45.0,0.24,1.59,2.46,0.56,0.32,0.87,0.87,0.0,27.7,1.43,2.62,34.8,30.0
191,3,2,25,19,1,0.45,0.14,55.2,86.2,23.8,7.64,67.4,0.06,5.8,4.39,0.13,1.53,4.2,0.76,0.64,42.7,0.19,9.55,51.5,30.0
192,5,5,26,21,3,2.21,0.1,33.1,78.4,17.1,3.24,78.6,0.0,4.04,3.38,0.37,0.96,3.31,0.74,0.66,33.4,1.03,5.74,35.0,30.0
193,5,5,25,11,1,1.98,0.06,10.6,61.9,6.54,0.37,60.0,0.0,0.99,1.6,0.25,0.12,0.49,0.25,0.62,14.2,0.99,2.1,46.1,30.0
194,4,4,29,18,1,2.59,0.04,34.3,79.7,22.1,1.76,45.2,0.0,1.57,3.52,0.0,1.02,2.13,0.93,0.83,31.2,2.22,4.63,57.1,30.0
195,4,4,26,10,0,0.38,0.0,83.0,94.5,33.1,5.13,73.2,0.13,4.75,0.63,0.25,0.63,2.0,0.5,2.75,67.5,0.0,6.13,70.4,30.0
196,4,2,21,18,0,1.54,0.0,22.7,76.0,12.9,1.15,69.2,0.13,2.31,4.1,0.26,0.64,1.79,0.9,0.13,23.1,0.9,5.0,41.9,30.0
197,3,2,24,18,1,0.37,0.2,30.1,84.4,11.3,3.31,64.3,0.0,0.88,0.22,0.0,1.47,3.82,1.4,3.9,18.5,0.07,7.21,61.9,30.0
198,5,2,23,19,4,1.83,0.19,26.9,78.6,14.3,1.48,53.1,0.26,4.17,4.26,0.7,0.7,1.91,0.78,0.35,31.4,0.78,5.3,15.4,30.0
199,5,5,29,22,2,0.66,0.14,57.4,86.2,20.9,6.57,62.2,0.0,2.58,0.99,0.05,0.56,2.16,1.13,3.38,45.8,0.05,4.13,63.5,30.0
200,5,1,24,23,2,0.64,0.14,43.1,83.5,13.5,5.68,65.1,0.14,5.5,0.77,0.23,0.68,2.82,1.55,3.32,42.8,0.09,6.18,69.4,30.0
201,5,5,31,21,0,0.48,0.0,73.5,89.9,24.5,8.62,67.3,0.0,4.86,0.57,0.05,0.38,1.62,1.1,2.67,59.9,0.0,6.76,52.3,30.0
202,5,2,29,16,8,2.82,0.16,32.8,77.8,17.3,4.81,66.3,0.46,2.67,5.11,0.53,0.15,1.15,0.69,0.23,34.7,0.99,4.27,18.2,30.0
203,4,4,25,17,3,3.17,0.12,9.15,63.6,5.24,0.37,50.0,0.0,0.24,1.59,0.37,0.85,1.46,0.37,0.85,11.2,0.85,1.46,37.7,30.0
204,1,5,18,6,3,3.08,0.38,15.4,76.9,11.2,0.38,100.0,0.77,0.38,2.31,0.77,0.0,0.38,0.77,0.0,13.5,0.0,2.69,44.4,30.0
205,5,5,29,19,2,2.47,0.1,43.9,79.4,23.9,3.53,63.8,0.0,3.41,3.65,0.24,1.76,4.24,3.18,0.94,36.2,0.12,8.71,42.9,30.0
206,5,5,23,20,1,1.4,0.08,42.2,79.0,22.8,2.26,48.8,0.11,4.52,2.9,0.32,2.04,4.3,1.72,1.51,41.3,0.65,5.7,41.9,30.0
207,5,4,25,21,0,1.23,0.0,54.7,84.0,26.1,7.64,61.5,0.2,5.96,5.17,0.54,0.54,2.56,0.94,1.13,40.1,0.15,4.78,64.3,30.0
208,3,1,26,22,5,2.06,0.14,28.2,70.2,13.9,3.6,50.0,0.34,2.63,4.91,0.63,1.37,3.66,0.97,0.4,35.9,1.03,5.37,40.0,30.0
209,5,4,31,20,6,3.55,0.12,36.9,74.8,19.6,3.55,47.2,0.43,2.98,5.18,0.57,1.13,2.41,1.35,0.5,37.1,0.71,5.6,44.8,30.0
210,5,1,23,21,1,1.3,0.05,47.4,87.1,21.4,5.0,81.8,0.19,5.8,2.53,0.31,0.74,2.47,0.49,0.62,50.6,0.43,6.11,50.0,30.0
211,5,3,29,16,1,0.97,0.07,56.9,83.8,33.9,2.47,48.7,0.39,5.32,3.38,0.45,0.52,2.86,0.84,0.65,43.0,0.65,7.27,37.5,30.0
212,3,3,21,18,1,0.68,0.09,54.0,82.8,26.5,3.46,49.1,0.0,2.04,0.62,0.12,1.23,2.84,1.67,2.96,41.2,0.12,6.48,52.6,30.0
213,4,5,27,22,4,1.06,0.17,58.6,88.4,25.6,7.02,80.1,0.14,5.78,2.94,0.46,0.73,3.12,1.61,1.74,44.1,0.28,7.61,78.9,30.0
214,5,2,24,21,3,0.81,0.18,47.4,88.0,18.1,5.19,73.2,0.0,2.24,0.9,0.1,1.1,4.38,0.86,3.19,38.8,0.1,6.43,76.0,30.0
215,3,4,26,12,0,1.71,0.0,35.9,86.5,22.4,1.46,85.7,0.24,1.46,1.95,0.24,0.73,2.93,1.22,0.49,33.9,0.0,5.37,33.3,30.0
216,5,1,27,9,0,0.43,0.0,60.7,93.7,32.5,2.9,87.0,0.0,4.93,0.29,0.0,0.87,3.48,1.16,0.87,54.2,0.0,5.22,57.9,30.0
217,5,4,31,16,0,0.48,0.0,52.6,84.4,29.8,3.92,59.8,0.16,4.72,2.32,0.16,1.44,2.72,1.12,0.72,37.8,0.0,6.16,50.0,30.0
218,5,5,25,21,0,0.2,0.0,44.3,86.1,16.3,3.47,55.6,0.0,1.91,0.35,0.05,0.4,2.21,0.9,3.47,36.7,0.0,4.82,57.9,30.0
219,3,5,31,14,2,0.73,0.22,66.1,85.6,29.7,5.08,52.5,0.0,4.6,1.29,0.16,1.29,3.47,1.13,3.31,55.2,0.0,5.73,55.0,30.0
220,3,3,25,9,0,1.07,0.0,28.8,77.7,15.7,2.13,51.6,0.0,3.07,2.8,0.27,1.73,4.27,1.87,0.8,28.3,0.4,6.67,12.5,30.0
221,1,4,34,17,14,4.32,0.22,19.3,76.5,11.6,0.88,68.4,0.27,1.69,3.45,0.54,0.34,0.61,0.68,0.27,24.9,0.54,1.82,51.2,30.0
222,5,2,25,18,0,1.03,0.0,41.9,81.3,18.6,5.71,66.9,0.0,5.38,2.05,0.32,1.22,3.33,1.67,1.73,29.7,0.19,6.41,63.2,30.0
223,3,2,27,20,3,2.75,0.07,23.1,74.3,12.8,1.47,53.3,0.28,1.38,3.39,0.64,0.55,1.38,1.65,0.46,30.7,1.01,3.3,40.0,30.0
224,5,3,24,13,0,2.64,0.0,23.0,72.8,12.9,1.65,45.5,0.11,1.65,3.74,0.44,0.22,0.99,0.99,0.55,30.9,1.65,2.97,45.5,30.0
225,4,5,28,17,0,1.54,0.0,29.2,75.3,14.0,3.82,58.4,0.07,4.56,2.43,0.37,1.76,3.68,1.84,0.51,28.2,0.07,6.1,59.1,30.0
226,5,4,30,12,5,2.75,0.14,22.4,70.4,10.6,1.96,83.3,0.2,2.16,3.04,0.29,0.49,0.98,0.49,0.88,26.2,0.88,1.86,54.5,30.0
227,5,3,18,18,6,2.76,0.21,11.0,70.6,5.9,0.48,62.5,0.29,0.57,1.81,0.48,0.57,1.24,0.57,0.1,15.5,0.38,2.67,62.5,30.0
228,5,5,22,8,0,1.64,0.0,26.4,73.8,15.4,2.99,54.1,0.0,1.19,4.03,0.45,0.9,1.64,0.3,0.15,32.1,1.94,5.22,0.0,30.0
229,5,3,25,9,0,1.53,0.0,27.6,76.5,14.4,1.86,57.9,0.0,3.22,2.37,0.17,0.17,1.69,1.69,0.51,30.3,0.17,4.58,20.0,30.0
230,5,4,28,7,0,2.9,0.0,34.5,82.9,21.6,0.97,75.0,0.0,1.29,3.23,0.0,0.65,2.26,1.61,0.32,40.0,1.94,5.81,55.6,30.0
231,5,2,26,19,2,2.01,0.0,30.3,74.4,14.1,4.3,50.0,0.28,2.4,4.41,0.5,0.95,2.63,1.06,0.61,28.9,0.22,4.58,30.4,30.0
232,5,2,27,17,3,1.42,0.14,31.3,82.6,15.6,2.77,75.4,0.13,3.29,3.1,0.26,1.1,3.23,1.61,0.97,27.1,0.13,6.58,51.4,30.0
233,5,2,22,14,1,3.91,0.04,35.0,76.2,18.0,2.5,45.7,0.0,1.25,3.59,0.0,1.09,1.56,0.94,0.31,37.0,0.63,3.13,14.3,30.0
234,5,5,31,18,10,3.61,0.17,19.0,70.3,10.1,1.6,57.5,0.07,1.32,2.08,0.14,0.28,0.9,0.69,1.11,21.5,1.18,2.57,31.1,30.0
235,5,3,23,20,3,0.67,0.23,64.6,85.5,23.1,8.81,63.9,0.21,5.75,1.24,0.31,1.4,3.52,1.4,2.95,54.0,0.05,7.67,62.3,30.0
236,5,3,25,18,10,3.41,0.16,12.9,73.1,7.71,0.28,50.0,0.17,0.45,2.46,0.45,0.28,0.95,0.5,0.67,19.3,1.62,2.57,37.7,30.0
237,4,5,25,15,0,0.96,0.0,42.9,73.8,17.9,4.04,47.7,0.0,4.62,1.73,0.38,0.77,3.46,0.96,2.69,37.5,0.0,5.0,16.7,30.0
238,5,5,26,20,14,2.76,0.18,14.6,58.7,9.2,0.65,50.0,0.15,1.71,2.11,0.3,0.5,1.26,0.85,1.06,19.3,0.2,2.96,48.3,30.0
239,5,1,21,20,0,0.9,0.0,48.5,79.1,22.4,5.14,58.7,0.21,4.93,2.22,0.35,1.88,5.76,1.88,1.53,48.1,0.35,6.74,55.2,30.0
240,5,3,21,20,1,0.45,0.11,46.4,87.3,12.8,5.3,65.4,0.05,2.8,0.65,0.05,1.0,2.3,1.2,3.45,35.6,0.05,5.4,47.9,30.0
241,5,5,28,22,5,1.09,0.21,43.7,75.8,21.1,4.77,46.9,0.09,4.68,3.5,0.23,0.86,2.82,0.59,0.95,29.5,0.0,5.73,58.7,30.0
242,2,2,27,19,2,1.47,0.08,54.7,87.1,31.8,2.43,62.3,0.23,5.08,2.37,0.34,1.19,3.16,1.53,0.96,48.8,0.28,6.61,65.9,30.0
243,4,5,29,12,0,1.93,0.0,33.9,62.9,18.8,3.51,35.1,0.18,2.63,3.68,0.18,1.75,3.86,0.7,0.88,41.6,0.53,6.14,0.0,30.0
244,3,5,23,19,0,0.11,0.0,47.1,82.0,25.7,2.84,60.0,0.0,4.37,1.84,0.05,2.0,5.53,1.84,1.16,35.2,0.0,8.68,58.6,25.0
245,5,2,30,19,4,1.45,0.18,53.3,80.0,29.2,4.36,48.1,0.26,6.07,3.25,0.51,0.94,2.22,1.2,0.09,40.7,0.43,6.07,30.0,25.0
246,4,2,26,18,0,0.54,0.0,62.2,88.8,20.5,9.69,82.2,0.0,8.29,1.71,0.0,1.16,2.87,1.09,0.62,52.6,0.0,7.36,50.0,25.0
247,3,5,27,20,3,2.86,0.03,27.8,80.4,17.4,1.2,43.2,0.08,1.13,4.51,0.08,0.45,1.5,0.9,0.68,31.0,1.5,5.04,33.3,25.0
248,5,3,29,14,0,0.62,0.0,55.4,89.1,22.0,5.56,71.4,0.0,4.44,1.36,0.0,1.98,4.57,0.86,2.22,44.3,0.12,8.02,62.5,25.0
249,5,1,22,20,1,0.98,0.06,49.4,84.2,24.2,3.68,62.5,0.18,7.91,4.05,0.49,1.66,4.11,1.53,0.86,54.8,0.31,7.67,40.9,25.0
250,1,5,25,17,0,0.53,0.0,39.2,76.3,18.1,2.88,40.0,0.0,3.48,1.82,0.08,1.36,3.79,1.06,1.59,30.9,0.23,4.62,58.8,25.0
251,5,2,27,22,1,0.88,0.06,43.2,81.5,18.6,5.69,60.1,0.0,5.49,1.37,0.1,1.81,3.97,1.32,1.37,32.2,0.15,6.67,60.7,25.0
252,5,5,23,15,0,0.99,0.0,45.3,77.4,19.4,4.82,55.3,0.14,3.83,2.48,0.14,1.77,3.83,1.28,2.13,34.0,0.85,6.38,68.6,25.0
253,5,4,26,10,2,2.08,0.09,13.2,73.7,8.3,0.38,66.7,0.0,0.57,2.26,0.0,0.57,0.57,0.0,0.19,16.6,1.51,1.89,0.0,25.0
254,5,1,26,15,2,2.94,0.1,14.9,75.4,7.65,0.15,25.0,0.0,0.59,1.47,0.29,0.59,0.88,0.74,0.44,20.3,0.44,2.06,53.1,25.0
255,5,3,29,17,3,1.7,0.18,46.5,74.2,21.9,5.3,43.4,0.3,4.2,2.7,0.5,1.1,3.1,1.5,0.5,35.2,0.2,5.0,40.0,25.0
256,5,5,29,15,1,0.49,0.17,43.5,75.9,24.6,3.17,50.0,0.0,2.2,1.63,0.0,0.65,2.85,0.89,2.6,34.5,0.08,5.45,58.1,25.0
257,5,2,28,18,1,1.5,0.17,43.0,73.8,23.3,1.75,33.3,0.0,3.75,2.5,0.0,2.25,4.0,1.25,0.75,36.3,0.75,5.5,54.5,25.0
258,5,1,19,17,0,0.38,0.0,66.9,81.6,34.6,4.69,61.0,0.06,5.13,2.88,0.13,1.31,3.63,1.31,1.31,68.2,0.5,8.0,34.8,25.0
259,5,4,27,8,2,1.19,0.29,51.9,86.0,14.1,7.8,63.9,0.0,2.71,1.36,0.17,0.17,1.02,1.69,4.41,36.1,0.0,6.27,63.6,25.0
260,3,5,26,21,1,0.91,0.05,34.7,78.9,15.9,3.8,65.8,0.24,3.7,2.5,0.24,1.01,2.6,1.06,0.96,31.8,0.19,6.3,23.5,25.0
261,5,5,26,20,2,1.65,0.06,34.8,82.0,19.5,1.97,77.1,0.05,2.66,2.82,0.27,1.86,4.1,1.91,1.54,29.8,0.27,6.76,47.5,25.0
262,2,5,21,22,5,1.6,0.13,8.7,54.7,4.55,0.45,37.5,0.1,0.45,1.75,0.3,0.7,1.0,1.05,0.05,13.8,1.05,2.7,27.1,25.0
263,5,2,22,22,1,0.54,0.1,53.3,86.9,18.6,4.57,60.3,0.0,3.49,0.7,0.0,1.18,3.39,1.67,1.99,41.7,0.0,5.81,52.8,25.0
264,5,5,23,15,0,0.3,0.0,45.3,84.1,22.3,4.14,73.3,0.08,3.76,1.43,0.23,1.35,4.06,1.88,1.35,34.8,0.0,6.99,57.6,25.0
265,5,3,22,15,1,0.27,0.33,51.8,85.8,12.7,6.58,62.4,0.0,3.24,0.54,0.0,0.45,2.43,1.35,5.05,41.3,0.0,4.59,65.4,25.0
266,5,4,26,17,0,0.2,0.0,47.3,90.2,14.8,5.03,75.2,0.0,2.72,0.6,0.07,0.73,2.25,1.06,3.31,36.6,0.0,4.11,72.4,25.0
267,5,4,27,15,0,0.81,0.0,49.9,83.5,28.6,4.19,60.8,0.27,5.27,3.24,0.54,0.95,2.43,0.95,0.81,44.9,0.27,6.62,33.3,25.0
268,2,5,28,8,0,0.0,0.0,58.4,92.4,20.8,3.8,63.3,0.0,3.4,0.0,0.0,0.6,2.0,1.0,4.0,45.0,0.0,5.2,70.6,25.0
269,5,1,20,19,1,0.27,0.2,62.3,89.5,22.8,3.9,64.5,0.0,4.29,0.66,0.11,0.44,2.47,1.32,2.14,63.8,0.05,6.7,48.8,25.0
270,5,5,27,9,3,2.16,0.18,21.0,80.5,13.7,0.39,33.3,0.39,1.76,1.76,0.78,0.0,0.2,0.59,0.39,21.0,0.78,0.98,62.5,25.0
271,4,3,25,11,0,0.65,0.0,61.8,86.5,37.6,1.61,52.6,0.48,4.35,2.1,0.48,1.94,3.71,0.81,2.26,48.1,0.16,4.03,47.1,25.0
272,3,2,24,15,1,0.68,0.13,28.7,80.4,15.0,2.39,73.7,0.09,1.97,1.45,0.09,0.43,2.14,1.28,1.28,19.7,0.17,3.68,42.9,25.0
273,5,5,29,19,0,0.05,0.0,41.9,84.0,12.7,4.63,51.8,0.05,3.05,0.79,0.16,0.11,2.11,1.16,4.21,35.7,0.05,5.21,63.8,25.0
274,5,4,24,16,0,0.59,0.0,43.3,72.4,24.6,3.07,43.1,0.07,2.75,3.27,0.26,1.37,2.55,1.11,2.03,34.3,0.2,4.84,44.1,25.0
275,5,4,30,20,7,3.02,0.18,12.8,62.3,7.98,0.78,58.8,0.08,0.16,2.33,0.39,0.62,0.93,0.54,1.16,18.4,0.62,3.02,60.4,25.0
276,3,5,26,15,0,0.5,0.0,50.7,87.0,26.5,2.5,53.2,0.0,4.0,0.7,0.1,2.1,4.6,1.7,2.1,37.1,0.0,8.2,39.1,25.0
277,5,4,20,13,1,0.4,0.25,45.6,89.0,17.3,2.38,55.8,0.0,4.16,0.5,0.0,0.89,2.08,0.69,2.57,36.6,0.0,4.46,65.4,25.0
278,5,2,28,13,0,1.55,0.0,59.1,90.7,25.2,8.28,75.0,0.0,5.86,2.93,0.34,1.55,3.97,0.69,1.72,36.4,0.34,5.69,50.0,25.0
279,5,3,24,19,0,0.69,0.0,43.0,73.4,22.1,3.82,40.0,0.08,2.21,2.67,0.15,1.37,3.44,1.37,1.37,35.0,0.53,5.19,55.0,25.0
280,5,1,25,14,2,1.28,0.33,80.0,91.9,39.6,7.23,89.5,0.0,7.66,2.55,0.21,0.0,2.34,1.28,0.43,82.1,0.43,7.45,42.9,25.0
281,5,5,27,18,1,0.36,0.17,61.1,82.2,35.7,3.65,53.5,0.06,5.87,2.34,0.3,0.9,3.11,1.74,1.68,47.1,0.06,6.83,57.1,25.0
282,5,3,22,12,1,0.76,0.14,61.5,83.5,28.9,4.89,52.9,0.11,5.11,0.98,0.0,0.87,2.17,1.2,3.8,51.1,0.0,4.89,53.3,25.0
283,5,5,23,14,0,0.11,0.0,47.8,89.0,26.3,2.26,80.8,0.0,3.44,0.54,0.0,2.47,5.38,0.54,1.72,33.3,0.0,6.67,50.0,25.0
284,5,2,29,13,0,0.44,0.0,38.2,77.0,17.2,3.22,50.9,0.11,1.56,2.56,0.22,0.33,1.0,1.11,1.44,33.6,1.22,5.22,45.5,25.0
285,3,5,24,16,0,0.18,0.0,50.2,83.4,20.5,4.39,65.8,0.18,5.79,1.58,0.35,2.46,5.79,0.88,2.46,37.0,0.0,6.14,30.4,25.0
286,5,2,20,17,2,1.04,0.12,31.2,82.1,18.2,1.29,80.8,0.12,2.27,3.37,0.31,1.6,3.93,1.23,0.61,30.5,1.23,5.83,42.1,25.0
287,5,5,22,12,1,2.33,0.14,37.7,79.6,21.7,1.33,30.8,0.33,4.33,3.0,0.67,0.67,2.33,0.33,0.33,35.7,0.0,6.33,50.0,25.0
288,5,5,23,22,2,1.8,0.06,28.0,80.9,15.5,2.13,65.5,0.11,3.03,2.58,0.17,1.18,2.7,2.3,0.67,27.5,1.18,4.83,47.8,25.0
289,5,5,30,16,7,3.28,0.15,8.24,71.0,5.52,0.16,33.3,0.24,0.64,1.84,0.4,0.08,0.64,0.08,0.32,13.1,0.72,1.52,30.4,25.0
290,3,5,30,21,3,1.21,0.13,42.9,84.7,21.5,3.43,79.1,0.25,4.75,3.69,0.45,0.61,1.31,1.01,1.67,33.9,0.25,4.65,55.3,25.0
291,2,5,26,14,0,1.25,0.0,68.1,87.2,34.4,3.5,68.9,0.08,8.17,2.08,0.08,0.75,2.67,1.08,1.58,51.4,0.42,7.0,75.0,25.0
292,4,5,26,6,0,0.88,0.0,30.9,78.2,10.0,4.04,50.0,0.0,1.93,0.18,0.0,1.58,3.33,1.23,4.39,27.7,0.0,5.26,62.5,22.0
293,3,5,22,20,1,1.53,0.04,23.2,74.9,13.3,0.9,38.1,0.11,1.75,3.62,0.28,0.51,1.69,1.69,0.28,26.7,0.4,4.86,22.2,20.0
294,5,4,31,16,2,1.47,0.13,46.5,73.9,22.1,6.42,48.3,0.09,2.39,3.03,0.18,1.74,4.77,1.01,1.28,40.4,0.28,7.52,56.5,20.0
295,4,5,26,21,4,2.06,0.11,14.6,65.8,9.26,1.26,71.0,0.11,0.97,2.63,0.29,0.69,1.09,0.51,1.03,18.0,0.46,2.29,37.1,20.0
296,5,3,22,13,1,1.94,0.07,26.3,79.4,16.1,1.25,60.0,0.28,2.22,2.64,0.42,1.11,1.94,2.08,0.56,27.8,0.69,3.75,40.7,20.0
297,5,5,21,17,1,0.99,0.1,39.3,81.2,21.9,1.98,66.7,0.0,2.38,2.18,0.0,1.58,3.37,0.2,2.57,32.3,0.99,5.25,48.1,20.0
298,4,2,21,16,1,3.33,0.09,15.8,80.0,10.6,1.21,80.0,0.3,0.91,1.82,0.61,0.61,1.82,0.91,0.91,17.9,0.3,4.55,47.1,20.0
299,4,5,26,17,1,0.67,0.09,50.9,79.8,11.8,9.09,52.7,0.0,4.15,0.61,0.06,0.67,2.44,1.04,6.95,43.5,0.12,6.1,69.0,20.0
